Business ID,Business Name,Registration Number,Association,Address,City,State,Postal Code,Country,Coordinates,Phone,Email,Area Served,Status,Created Date,Salesforce Opportunity ID
BUS001,Abundance Marble & Ceramic Works,RC NO: 8388715,Marble Works and Designs Practitioners Association Osun State,Ido-Osun Osun State,Ido-Osun,Osun,232104,Nigeria,QFMP+P3G,08137665702,,Dele Yes Sir Area Ofatedo Osun State,active,2025-10-25,006QH00000F8e4UYAR
